product_key,Category,Category_Group,Unit_Price,price_tier
3201,bed_bath_table,Home & Living,108.42250000000001,High
3202,pet_shop,Other,98.8,Medium
3203,home_appliances,Other,115.19,High
3204,health_beauty,Health & Beauty,458.85,High
3205,pet_shop,Other,91.55000000000001,Medium
3206,audio,Other,119.59,High
3207,sports_leisure,Sports & Leisure,9.83,Low
3208,bed_bath_table,Home & Living,165.0,High
3209,office_furniture,Other,64.85000000000001,Medium
3210,furniture_decor,Home & Living,73.33333333333333,Medium
3211,food_drink,Food & Drink,40.0,Medium
3212,computers_accessories,Electronics,359.0,High
3213,auto,Auto & Industrial,162.38,High
3214,baby,Other,22.494999999999997,Medium
3215,housewares,Home & Living,12.0,Low
3216,computers_accessories,Electronics,1100.0,High
3217,bed_bath_table,Home & Living,53.5,Medium
3218,Uncategorized,Other,130.0,High
3219,telephony,Electronics,148.0,High
3220,cool_stuff,Other,96.2,Medium
3221,toys,Toys & Games,146.5,High
3222,telephony,Electronics,215.94,High
3223,electronics,Electronics,591.995,High
3224,home_construction,Other,180.0,High
3225,pet_shop,Other,32.49,Medium
3226,home_confort,Other,499.0,High
3227,luggage_accessories,Other,104.99,High
3228,home_appliances_2,Other,223.9,High
3229,books_general_interest,Books & Media,59.0,Medium
3230,furniture_decor,Home & Living,99.73,Medium
3231,furniture_decor,Home & Living,12.5,Low
3232,costruction_tools_garden,Other,84.0,Medium
3233,housewares,Home & Living,19.33,Low
3234,housewares,Home & Living,59.54,Medium
3235,consoles_games,Electronics,12.0,Low
3236,home_appliances_2,Other,59.99,Medium
3237,furniture_decor,Home & Living,99.89,Medium
3238,garden_tools,Home & Living,232.75,High
3239,health_beauty,Health & Beauty,148.97,High
3240,furniture_decor,Home & Living,131.9,High
3241,stationery,Other,57.4,Medium
3242,computers_accessories,Electronics,279.89,High
3243,cool_stuff,Other,104.9,High
3244,luggage_accessories,Other,110.0,High
3245,housewares,Home & Living,115.98,High
3246,air_conditioning,Other,289.9,High
3247,garden_tools,Home & Living,119.84,High
3248,sports_leisure,Sports & Leisure,38.98,Medium
3249,health_beauty,Health & Beauty,145.2,High
3250,stationery,Other,27.5,Medium
3251,computers_accessories,Electronics,11.9,Low
3252,consoles_games,Electronics,22.99,Medium
3253,bed_bath_table,Home & Living,146.9,High
3254,agro_industry_and_commerce,Other,2399.0,High
3255,computers_accessories,Electronics,229.7,High
3256,watches_gifts,Fashion & Accessories,979.0,High
3257,luggage_accessories,Other,157.9,High
3258,auto,Auto & Industrial,8.25,Low
3259,bed_bath_table,Home & Living,79.49,Medium
3260,baby,Other,2288.0,High
3261,small_appliances,Other,757.15,High
3262,fashion_bags_accessories,Fashion & Accessories,119.99,High
3263,construction_tools_construction,Other,0.85,Low
3264,office_furniture,Other,52.99,Medium
3265,bed_bath_table,Home & Living,169.8,High
3266,bed_bath_table,Home & Living,232.99,High
3267,sports_leisure,Sports & Leisure,20.2,Medium
3268,housewares,Home & Living,537.99,High
3269,fashion_underwear_beach,Other,174.0,High
3270,Uncategorized,Other,16.0,Low
3271,telephony,Electronics,100.0,Medium
3272,food_drink,Food & Drink,38.5,Medium
3273,health_beauty,Health & Beauty,52.14,Medium
3274,Uncategorized,Other,86.0,Medium
3275,toys,Toys & Games,49.13,Medium
3276,stationery,Other,998.9,High
3277,health_beauty,Health & Beauty,269.0,High
3278,Uncategorized,Other,409.9,High
3279,baby,Other,74.39,Medium
3280,pet_shop,Other,165.75,High
3281,health_beauty,Health & Beauty,105.83,High
3282,auto,Auto & Industrial,256.0,High
3283,home_construction,Other,56.9,Medium
3284,cool_stuff,Other,22.3,Medium
3285,watches_gifts,Fashion & Accessories,56.99,Medium
3286,luggage_accessories,Other,239.99,High
3287,auto,Auto & Industrial,230.0,High
3288,health_beauty,Health & Beauty,61.9,Medium
3289,kitchen_dining_laundry_garden_furniture,Other,448.0,High
3290,auto,Auto & Industrial,41.0,Medium
3291,Uncategorized,Other,169.9,High
3292,construction_tools_construction,Other,34.0,Medium
3293,sports_leisure,Sports & Leisure,132.9,High
3294,perfumery,Other,33.99,Medium
3295,construction_tools_construction,Other,93.9,Medium
3296,music,Books & Media,3.85,Low
3297,health_beauty,Health & Beauty,105.9,High
3298,furniture_bedroom,Other,450.0,High
3299,housewares,Home & Living,126.98,High
3300,watches_gifts,Fashion & Accessories,268.0,High
3301,health_beauty,Health & Beauty,525.99,High
3302,health_beauty,Health & Beauty,144.0,High
3303,auto,Auto & Industrial,38.9,Medium
3304,Uncategorized,Other,151.946,High
3305,toys,Toys & Games,119.98999999999998,High
3306,toys,Toys & Games,49.45,Medium
3307,health_beauty,Health & Beauty,60.99,Medium
3308,consoles_games,Electronics,739.0,High
3309,construction_tools_construction,Other,65.49,Medium
3310,consoles_games,Electronics,254.99,High
3311,toys,Toys & Games,49.945,Medium
3312,housewares,Home & Living,77.63,Medium
3313,furniture_bedroom,Other,225.0,High
3314,garden_tools,Home & Living,38.62,Medium
3315,housewares,Home & Living,348.0,High
3316,sports_leisure,Sports & Leisure,78.5,Medium
3317,auto,Auto & Industrial,599.99,High
3318,furniture_decor,Home & Living,81.6,Medium
3319,housewares,Home & Living,29.22,Medium
3320,auto,Auto & Industrial,509.99,High
3321,toys,Toys & Games,62.75,Medium
3322,housewares,Home & Living,8.0,Low
3323,auto,Auto & Industrial,595.0,High
3324,fashion_bags_accessories,Fashion & Accessories,34.995000000000005,Medium
3325,garden_tools,Home & Living,8.9,Low
3326,Uncategorized,Other,193.87,High
3327,home_appliances,Other,32.0,Medium
3328,baby,Other,76.59,Medium
3329,computers_accessories,Electronics,71.7,Medium
3330,musical_instruments,Other,45.87,Medium
3331,air_conditioning,Other,269.0,High
3332,housewares,Home & Living,49.78,Medium
3333,construction_tools_lights,Other,129.9,High
3334,perfumery,Other,276.0,High
3335,furniture_decor,Home & Living,215.0,High
3336,sports_leisure,Sports & Leisure,132.5,High
3337,computers_accessories,Electronics,225.91,High
3338,telephony,Electronics,689.0,High
3339,books_general_interest,Books & Media,114.9,High
3340,furniture_decor,Home & Living,19.382,Low
3341,housewares,Home & Living,7.0,Low
3342,fashion_bags_accessories,Fashion & Accessories,170.0,High
3343,auto,Auto & Industrial,274.45,High
3344,baby,Other,18.4,Low
3345,housewares,Home & Living,91.5,Medium
3346,toys,Toys & Games,94.0,Medium
3347,health_beauty,Health & Beauty,288.0,High
3348,computers_accessories,Electronics,241.91000000000003,High
3349,industry_commerce_and_business,Other,369.0,High
3350,bed_bath_table,Home & Living,39.74,Medium
3351,pet_shop,Other,11.9,Low
3352,auto,Auto & Industrial,8.89,Low
3353,furniture_decor,Home & Living,65.495,Medium
3354,furniture_decor,Home & Living,39.29,Medium
3355,home_construction,Other,49.95,Medium
3356,watches_gifts,Fashion & Accessories,191.25,High
3357,construction_tools_construction,Other,25.0,Medium
3358,small_appliances,Other,725.0,High
3359,garden_tools,Home & Living,55.93333333333334,Medium
3360,health_beauty,Health & Beauty,9.5,Low
3361,art,Other,29.99,Medium
3362,computers_accessories,Electronics,449.0,High
3363,sports_leisure,Sports & Leisure,122.45,High
3364,housewares,Home & Living,45.6,Medium
3365,toys,Toys & Games,73.9,Medium
3366,luggage_accessories,Other,239.9,High
3367,furniture_decor,Home & Living,171.39,High
3368,bed_bath_table,Home & Living,12.99,Low
3369,watches_gifts,Fashion & Accessories,169.8,High
3370,toys,Toys & Games,359.0,High
3371,construction_tools_construction,Other,199.99,High
3372,bed_bath_table,Home & Living,67.9,Medium
3373,luggage_accessories,Other,249.0,High
3374,fashion_bags_accessories,Fashion & Accessories,6.0,Low
3375,flowers,Other,16.4,Low
3376,home_appliances_2,Other,1699.0,High
3377,furniture_living_room,Other,53.3,Medium
3378,auto,Auto & Industrial,32.54,Medium
3379,bed_bath_table,Home & Living,92.42,Medium
3380,small_appliances,Other,450.0,High
3381,sports_leisure,Sports & Leisure,194.89,High
3382,telephony,Electronics,789.99,High
3383,garden_tools,Home & Living,409.9,High
3384,perfumery,Other,159.58,High
3385,telephony,Electronics,22.0,Medium
3386,construction_tools_construction,Other,226.9,High
3387,housewares,Home & Living,47.375,Medium
3388,housewares,Home & Living,11.58,Low
3389,garden_tools,Home & Living,119.99000000000001,High
3390,home_appliances_2,Other,689.9,High
3391,garden_tools,Home & Living,26.99,Medium
3392,toys,Toys & Games,31.8,Medium
3393,baby,Other,139.33,High
3394,watches_gifts,Fashion & Accessories,229.89,High
3395,watches_gifts,Fashion & Accessories,680.0,High
3396,pet_shop,Other,38.33,Medium
3397,christmas_supplies,Other,69.0,Medium
3398,fashion_bags_accessories,Fashion & Accessories,749.0,High
3399,watches_gifts,Fashion & Accessories,44.666666666666664,Medium
3400,luggage_accessories,Other,178.9,High
3401,bed_bath_table,Home & Living,147.4,High
3402,fashion_bags_accessories,Fashion & Accessories,45.1,Medium
3403,toys,Toys & Games,51.56666666666666,Medium
3404,food,Other,23.75,Medium
3405,furniture_living_room,Other,415.9,High
3406,luggage_accessories,Other,369.9,High
3407,watches_gifts,Fashion & Accessories,47.666666666666664,Medium
3408,food_drink,Food & Drink,44.7,Medium
3409,books_general_interest,Books & Media,17.77,Low
3410,costruction_tools_garden,Other,129.89,High
3411,construction_tools_construction,Other,113.47,High
3412,Uncategorized,Other,159.0,High
3413,Uncategorized,Other,299.99,High
3414,small_appliances,Other,229.9,High
3415,health_beauty,Health & Beauty,1189.0,High
3416,stationery,Other,176.0,High
3417,garden_tools,Home & Living,27.0,Medium
3418,pet_shop,Other,29.945,Medium
3419,agro_industry_and_commerce,Other,495.6,High
3420,health_beauty,Health & Beauty,193.125,High
3421,toys,Toys & Games,164.98,High
3422,drinks,Food & Drink,30.0,Medium
3423,perfumery,Other,150.24,High
3424,furniture_decor,Home & Living,165.05,High
3425,computers_accessories,Electronics,80.33333333333333,Medium
3426,sports_leisure,Sports & Leisure,158.9,High
3427,christmas_supplies,Other,8.68,Low
3428,health_beauty,Health & Beauty,16.43,Low
3429,housewares,Home & Living,24.263333333333332,Medium
3430,furniture_decor,Home & Living,26.162499999999998,Medium
3431,bed_bath_table,Home & Living,30.5,Medium
3432,health_beauty,Health & Beauty,289.9,High
3433,construction_tools_construction,Other,44.0,Medium
3434,home_appliances,Other,68.75,Medium
3435,stationery,Other,89.99,Medium
3436,garden_tools,Home & Living,164.0,High
3437,kitchen_dining_laundry_garden_furniture,Other,265.99,High
3438,computers_accessories,Electronics,84.8,Medium
3439,garden_tools,Home & Living,151.24,High
3440,garden_tools,Home & Living,30.9,Medium
3441,telephony,Electronics,175.0,High
3442,health_beauty,Health & Beauty,109.9,High
3443,sports_leisure,Sports & Leisure,60.0,Medium
3444,watches_gifts,Fashion & Accessories,369.0,High
3445,perfumery,Other,119.9,High
3446,perfumery,Other,18.5,Low
3447,stationery,Other,49.9,Medium
3448,fashion_bags_accessories,Fashion & Accessories,29.99,Medium
3449,bed_bath_table,Home & Living,149.96,High
3450,food,Other,66.39,Medium
3451,baby,Other,159.99,High
3452,telephony,Electronics,189.9,High
3453,perfumery,Other,155.99,High
3454,fashion_bags_accessories,Fashion & Accessories,49.99,Medium
3455,kitchen_dining_laundry_garden_furniture,Other,56.9,Medium
3456,auto,Auto & Industrial,13.3,Low
3457,perfumery,Other,39.9,Medium
3458,home_appliances_2,Other,1148.0,High
3459,housewares,Home & Living,24.9,Medium
3460,bed_bath_table,Home & Living,65.9,Medium
3461,computers_accessories,Electronics,64.99,Medium
3462,stationery,Other,131.0,High
3463,telephony,Electronics,149.99,High
3464,consoles_games,Electronics,355.9,High
3465,auto,Auto & Industrial,108.9,High
3466,sports_leisure,Sports & Leisure,28.0,Medium
3467,health_beauty,Health & Beauty,27.9,Medium
3468,auto,Auto & Industrial,559.0,High
3469,luggage_accessories,Other,35.9,Medium
3470,health_beauty,Health & Beauty,73.9,Medium
3471,sports_leisure,Sports & Leisure,43.0,Medium
3472,office_furniture,Other,86.96,Medium
3473,bed_bath_table,Home & Living,59.9,Medium
3474,computers_accessories,Electronics,61.9,Medium
3475,books_general_interest,Books & Media,8.9,Low
3476,toys,Toys & Games,44.94499999999999,Medium
3477,toys,Toys & Games,82.0,Medium
3478,cool_stuff,Other,485.0,High
3479,pet_shop,Other,32.64,Medium
3480,furniture_decor,Home & Living,320.0,High
3481,costruction_tools_garden,Other,32.7,Medium
3482,audio,Other,89.9,Medium
3483,furniture_decor,Home & Living,46.99,Medium
3484,cool_stuff,Other,91.99,Medium
3485,computers_accessories,Electronics,299.0,High
3486,sports_leisure,Sports & Leisure,159.0,High
3487,toys,Toys & Games,299.0,High
3488,sports_leisure,Sports & Leisure,139.9,High
3489,consoles_games,Electronics,194.5,High
3490,sports_leisure,Sports & Leisure,37.49,Medium
3491,toys,Toys & Games,19.9,Low
3492,baby,Other,37.9,Medium
3493,stationery,Other,39.9,Medium
3494,furniture_decor,Home & Living,14.85,Low
3495,furniture_decor,Home & Living,10.99,Low
3496,luggage_accessories,Other,209.9,High
3497,perfumery,Other,49.9,Medium
3498,perfumery,Other,119.05,High
3499,baby,Other,65.0,Medium
3500,stationery,Other,18.99,Low
3501,baby,Other,24.9,Medium
3502,furniture_decor,Home & Living,160.9,High
3503,telephony,Electronics,299.99,High
3504,computers_accessories,Electronics,40.9,Medium
3505,sports_leisure,Sports & Leisure,149.0,High
3506,bed_bath_table,Home & Living,95.07,Medium
3507,small_appliances,Other,1098.0,High
3508,stationery,Other,119.9,High
3509,electronics,Electronics,14.89,Low
3510,housewares,Home & Living,69.99,Medium
3511,toys,Toys & Games,198.0,High
3512,watches_gifts,Fashion & Accessories,23.9,Medium
3513,kitchen_dining_laundry_garden_furniture,Other,239.0,High
3514,auto,Auto & Industrial,64.8,Medium
3515,housewares,Home & Living,37.9,Medium
3516,sports_leisure,Sports & Leisure,89.1,Medium
3517,office_furniture,Other,86.64999999999999,Medium
3518,cool_stuff,Other,44.99,Medium
3519,furniture_decor,Home & Living,59.33,Medium
3520,garden_tools,Home & Living,99.99,Medium
3521,kitchen_dining_laundry_garden_furniture,Other,29.99,Medium
3522,sports_leisure,Sports & Leisure,164.0,High
3523,computers_accessories,Electronics,129.9,High
3524,watches_gifts,Fashion & Accessories,116.9,High
3525,housewares,Home & Living,78.9,Medium
3526,telephony,Electronics,26.99,Medium
3527,housewares,Home & Living,389.9,High
3528,auto,Auto & Industrial,59.58,Medium
3529,housewares,Home & Living,72.0,Medium
3530,Gaming,Toys & Games,129.99,High
3531,cool_stuff,Other,133.2,High
3532,furniture_decor,Home & Living,67.0,Medium
3533,toys,Toys & Games,129.9,High
3534,watches_gifts,Fashion & Accessories,129.0,High
3535,home_appliances_2,Other,795.0,High
3536,baby,Other,79.9,Medium
3537,sports_leisure,Sports & Leisure,26.99,Medium
3538,health_beauty,Health & Beauty,89.9,Medium
3539,computers,Other,899.0,High
3540,electronics,Electronics,11.97,Low
3541,garden_tools,Home & Living,59.0,Medium
3542,perfumery,Other,129.8,High
3543,cool_stuff,Other,69.9,Medium
3544,Uncategorized,Other,157.77,High
3545,toys,Toys & Games,64.99,Medium
3546,stationery,Other,52.9,Medium
3547,garden_tools,Home & Living,12.49,Low
3548,computers_accessories,Electronics,98.9,Medium
3549,computers_accessories,Electronics,269.0,High
3550,furniture_decor,Home & Living,139.99,High
3551,sports_leisure,Sports & Leisure,68.99,Medium
3552,furniture_decor,Home & Living,54.94500000000001,Medium
3553,sports_leisure,Sports & Leisure,169.9,High
3554,pet_shop,Other,59.99,Medium
3555,pet_shop,Other,118.9,High
3556,consoles_games,Electronics,1599.0,High
3557,furniture_decor,Home & Living,85.0,Medium
3558,computers_accessories,Electronics,29.4,Medium
3559,computers_accessories,Electronics,58.99,Medium
3560,furniture_decor,Home & Living,51.9,Medium
3561,telephony,Electronics,30.0,Medium
3562,toys,Toys & Games,118.9,High
3563,computers_accessories,Electronics,119.59,High
3564,office_furniture,Other,169.96,High
3565,costruction_tools_garden,Other,38.16,Medium
3566,computers_accessories,Electronics,10.5,Low
3567,health_beauty,Health & Beauty,494.99,High
3568,baby,Other,317.99,High
3569,office_furniture,Other,449.0,High
3570,health_beauty,Health & Beauty,44.9,Medium
3571,health_beauty,Health & Beauty,125.5,High
3572,health_beauty,Health & Beauty,66.7,Medium
3573,computers_accessories,Electronics,19.9,Low
3574,watches_gifts,Fashion & Accessories,212.0,High
3575,perfumery,Other,21.6,Medium
3576,perfumery,Other,25.0,Medium
3577,watches_gifts,Fashion & Accessories,102.0,High
3578,health_beauty,Health & Beauty,184.95,High
3579,sports_leisure,Sports & Leisure,54.0,Medium
3580,computers_accessories,Electronics,182.9,High
3581,sports_leisure,Sports & Leisure,189.9,High
3582,stationery,Other,97.9,Medium
3583,housewares,Home & Living,79.9,Medium
3584,luggage_accessories,Other,48.0,Medium
3585,bed_bath_table,Home & Living,215.0,High
3586,home_appliances_2,Other,139.0,High
3587,baby,Other,329.0,High
3588,garden_tools,Home & Living,220.0,High
3589,bed_bath_table,Home & Living,61.0,Medium
3590,Uncategorized,Other,59.0,Medium
3591,cool_stuff,Other,249.99,High
3592,home_construction,Other,34.9,Medium
3593,Uncategorized,Other,219.99,High
3594,health_beauty,Health & Beauty,61.99,Medium
3595,computers_accessories,Electronics,177.9,High
3596,market_place,Other,322.75,High
3597,fixed_telephony,Other,139.9,High
3598,computers,Other,670.0,High
3599,baby,Other,889.0,High
3600,toys,Toys & Games,269.9,High
3601,bed_bath_table,Home & Living,163.99,High
3602,telephony,Electronics,130.0,High
3603,housewares,Home & Living,159.9,High
3604,stationery,Other,136.9,High
3605,bed_bath_table,Home & Living,39.97,Medium
3606,pet_shop,Other,299.0,High
3607,baby,Other,35.99,Medium
3608,computers_accessories,Electronics,59.99,Medium
3609,stationery,Other,127.0,High
3610,housewares,Home & Living,149.97,High
3611,home_construction,Other,119.85,High
3612,garden_tools,Home & Living,105.25,High
3613,bed_bath_table,Home & Living,75.5,Medium
3614,auto,Auto & Industrial,69.9,Medium
3615,luggage_accessories,Other,36.9,Medium
3616,health_beauty,Health & Beauty,264.99,High
3617,fashion_male_clothing,Fashion & Accessories,139.9,High
3618,luggage_accessories,Other,83.0,Medium
3619,watches_gifts,Fashion & Accessories,117.9,High
3620,perfumery,Other,118.8,High
3621,computers_accessories,Electronics,89.0,Medium
3622,luggage_accessories,Other,23.99,Medium
3623,computers_accessories,Electronics,30.21,Medium
3624,musical_instruments,Other,35.0,Medium
3625,construction_tools_construction,Other,98.0,Medium
3626,cool_stuff,Other,48.9,Medium
3627,health_beauty,Health & Beauty,359.0,High
3628,bed_bath_table,Home & Living,77.99,Medium
3629,housewares,Home & Living,84.99,Medium
3630,telephony,Electronics,254.9,High
3631,computers_accessories,Electronics,47.0,Medium
3632,toys,Toys & Games,122.3,High
3633,health_beauty,Health & Beauty,173.25,High
3634,furniture_decor,Home & Living,12.99,Low
3635,watches_gifts,Fashion & Accessories,194.9,High
3636,housewares,Home & Living,195.0,High
3637,fashion_bags_accessories,Fashion & Accessories,10.9,Low
3638,baby,Other,145.9,High
3639,bed_bath_table,Home & Living,129.0,High
3640,cine_photo,Other,49.8,Medium
3641,garden_tools,Home & Living,89.63333333333333,Medium
3642,electronics,Electronics,29.0,Medium
3643,home_appliances,Other,99.0,Medium
3644,perfumery,Other,143.0,High
3645,pet_shop,Other,45.9,Medium
3646,baby,Other,529.0,High
3647,office_furniture,Other,419.9,High
3648,health_beauty,Health & Beauty,39.6,Medium
3649,computers_accessories,Electronics,135.0,High
3650,home_confort,Other,76.9,Medium
3651,computers_accessories,Electronics,70.89,Medium
3652,computers_accessories,Electronics,2999.89,High
3653,health_beauty,Health & Beauty,11.9,Low
3654,kitchen_dining_laundry_garden_furniture,Other,35.9,Medium
3655,furniture_decor,Home & Living,14.9,Low
3656,stationery,Other,29.899999999999995,Medium
3657,furniture_living_room,Other,419.0,High
3658,health_beauty,Health & Beauty,88.89,Medium
3659,musical_instruments,Other,99.0,Medium
3660,baby,Other,24.6,Medium
3661,industry_commerce_and_business,Other,191.47,High
3662,health_beauty,Health & Beauty,40.0,Medium
3663,computers_accessories,Electronics,207.3,High
3664,housewares,Home & Living,48.7,Medium
3665,perfumery,Other,81.0,Medium
3666,bed_bath_table,Home & Living,116.9,High
3667,computers_accessories,Electronics,516.625,High
3668,consoles_games,Electronics,343.4,High
3669,auto,Auto & Industrial,66.89,Medium
3670,bed_bath_table,Home & Living,76.0,Medium
3671,auto,Auto & Industrial,66.0,Medium
3672,home_appliances,Other,39.16,Medium
3673,musical_instruments,Other,42.9,Medium
3674,sports_leisure,Sports & Leisure,55.13,Medium
3675,toys,Toys & Games,89.0,Medium
3676,furniture_decor,Home & Living,50.0,Medium
3677,consoles_games,Electronics,24.9,Medium
3678,garden_tools,Home & Living,39.49,Medium
3679,furniture_decor,Home & Living,18.9,Low
3680,housewares,Home & Living,289.99,High
3681,sports_leisure,Sports & Leisure,84.0,Medium
3682,baby,Other,133.9,High
3683,watches_gifts,Fashion & Accessories,349.99,High
3684,sports_leisure,Sports & Leisure,16.0,Low
3685,computers_accessories,Electronics,82.0,Medium
3686,computers_accessories,Electronics,144.0,High
3687,auto,Auto & Industrial,39.0,Medium
3688,health_beauty,Health & Beauty,429.0,High
3689,drinks,Food & Drink,39.49,Medium
3690,sports_leisure,Sports & Leisure,340.0,High
3691,computers_accessories,Electronics,52.99,Medium
3692,computers_accessories,Electronics,787.9,High
3693,housewares,Home & Living,15.55,Low
3694,Uncategorized,Other,99.99,Medium
3695,sports_leisure,Sports & Leisure,95.5,Medium
3696,musical_instruments,Other,69.0,Medium
3697,cool_stuff,Other,64.9,Medium
3698,housewares,Home & Living,7.5,Low
3699,sports_leisure,Sports & Leisure,72.9,Medium
3700,kitchen_dining_laundry_garden_furniture,Other,63.9,Medium
3701,garden_tools,Home & Living,210.0,High
3702,luggage_accessories,Other,56.9,Medium
3703,watches_gifts,Fashion & Accessories,244.5,High
3704,Uncategorized,Other,558.9,High
3705,garden_tools,Home & Living,24.99,Medium
3706,furniture_bedroom,Other,26.5,Medium
3707,consoles_games,Electronics,79.9,Medium
3708,sports_leisure,Sports & Leisure,30.9,Medium
3709,watches_gifts,Fashion & Accessories,699.99,High
3710,watches_gifts,Fashion & Accessories,166.66,High
3711,computers_accessories,Electronics,55.89,Medium
3712,health_beauty,Health & Beauty,133.0,High
3713,consoles_games,Electronics,520.9,High
3714,watches_gifts,Fashion & Accessories,52.5,Medium
3715,watches_gifts,Fashion & Accessories,899.0,High
3716,toys,Toys & Games,42.89,Medium
3717,construction_tools_construction,Other,94.99,Medium
3718,books_general_interest,Books & Media,15.0,Low
3719,furniture_decor,Home & Living,31.0,Medium
3720,toys,Toys & Games,309.99,High
3721,consoles_games,Electronics,737.99,High
3722,small_appliances_home_oven_and_coffee,Other,1999.0,High
3723,bed_bath_table,Home & Living,33.9,Medium
3724,health_beauty,Health & Beauty,189.0,High
3725,luggage_accessories,Other,49.99,Medium
3726,art,Other,68.9,Medium
3727,furniture_living_room,Other,179.5,High
3728,bed_bath_table,Home & Living,23.9,Medium
3729,watches_gifts,Fashion & Accessories,2199.0,High
3730,housewares,Home & Living,142.0,High
3731,furniture_bedroom,Other,80.0,Medium
3732,toys,Toys & Games,102.9,High
3733,watches_gifts,Fashion & Accessories,419.0,High
3734,auto,Auto & Industrial,49.0,Medium
3735,construction_tools_construction,Other,109.0,High
3736,health_beauty,Health & Beauty,240.0,High
3737,auto,Auto & Industrial,82.4,Medium
3738,housewares,Home & Living,159.49,High
3739,health_beauty,Health & Beauty,74.5,Medium
3740,auto,Auto & Industrial,153.5,High
3741,garden_tools,Home & Living,47.2,Medium
3742,home_construction,Other,140.0,High
3743,sports_leisure,Sports & Leisure,349.9,High
3744,bed_bath_table,Home & Living,91.9,Medium
3745,health_beauty,Health & Beauty,98.99,Medium
3746,bed_bath_table,Home & Living,699.99,High
3747,perfumery,Other,52.9,Medium
3748,sports_leisure,Sports & Leisure,149.99,High
3749,housewares,Home & Living,9.73,Low
3750,consoles_games,Electronics,439.0,High
3751,auto,Auto & Industrial,169.0,High
3752,toys,Toys & Games,220.526,High
3753,toys,Toys & Games,269.0,High
3754,perfumery,Other,328.0,High
3755,fashion_shoes,Fashion & Accessories,71.82,Medium
3756,office_furniture,Other,40.0,Medium
3757,health_beauty,Health & Beauty,168.0,High
3758,industry_commerce_and_business,Other,207.0,High
3759,health_beauty,Health & Beauty,449.0,High
3760,fashion_bags_accessories,Fashion & Accessories,23.2,Medium
3761,health_beauty,Health & Beauty,109.78,High
3762,fashion_bags_accessories,Fashion & Accessories,149.9,High
3763,fashion_bags_accessories,Fashion & Accessories,35.9,Medium
3764,fashion_underwear_beach,Other,190.0,High
3765,furniture_decor,Home & Living,93.0,Medium
3766,drinks,Food & Drink,55.760000000000005,Medium
3767,fashion_bags_accessories,Fashion & Accessories,34.3,Medium
3768,perfumery,Other,199.99,High
3769,telephony,Electronics,16.99,Low
3770,musical_instruments,Other,590.0,High
3771,watches_gifts,Fashion & Accessories,699.0,High
3772,stationery,Other,17.9,Low
3773,kitchen_dining_laundry_garden_furniture,Other,209.9,High
3774,baby,Other,198.9,High
3775,housewares,Home & Living,204.99,High
3776,toys,Toys & Games,135.0,High
3777,housewares,Home & Living,44.4,Medium
3778,toys,Toys & Games,96.99,Medium
3779,books_general_interest,Books & Media,549.9,High
3780,consoles_games,Electronics,299.9,High
3781,kitchen_dining_laundry_garden_furniture,Other,145.0,High
3782,telephony,Electronics,52.0,Medium
3783,housewares,Home & Living,278.0,High
3784,stationery,Other,9.9,Low
3785,luggage_accessories,Other,262.0,High
3786,cool_stuff,Other,329.2,High
3787,perfumery,Other,319.99,High
3788,watches_gifts,Fashion & Accessories,588.5,High
3789,pet_shop,Other,129.9,High
3790,furniture_decor,Home & Living,17.0,Low
3791,bed_bath_table,Home & Living,156.9,High
3792,furniture_decor,Home & Living,63.99,Medium
3793,electronics,Electronics,12.95,Low
3794,housewares,Home & Living,159.99,High
3795,perfumery,Other,9.9,Low
3796,sports_leisure,Sports & Leisure,356.0,High
3797,bed_bath_table,Home & Living,114.945,High
3798,signaling_and_security,Other,84.99,Medium
3799,garden_tools,Home & Living,228.0,High
3800,watches_gifts,Fashion & Accessories,194.8,High
3801,housewares,Home & Living,123.0,High
3802,watches_gifts,Fashion & Accessories,173.99,High
3803,construction_tools_construction,Other,19.97,Low
3804,perfumery,Other,85.9,Medium
3805,cool_stuff,Other,70.9,Medium
3806,furniture_decor,Home & Living,174.9,High
3807,computers_accessories,Electronics,83.45,Medium
3808,pet_shop,Other,309.99,High
3809,auto,Auto & Industrial,249.99,High
3810,Uncategorized,Other,89.17,Medium
3811,baby,Other,159.9,High
3812,stationery,Other,44.0,Medium
3813,garden_tools,Home & Living,96.0,Medium
3814,electronics,Electronics,141.0,High
3815,watches_gifts,Fashion & Accessories,619.0,High
3816,housewares,Home & Living,122.0,High
3817,sports_leisure,Sports & Leisure,111.9,High
3818,Uncategorized,Other,22.0,Medium
3819,auto,Auto & Industrial,1199.99,High
3820,garden_tools,Home & Living,21.9,Medium
3821,auto,Auto & Industrial,90.48,Medium
3822,signaling_and_security,Other,79.9,Medium
3823,housewares,Home & Living,259.0,High
3824,books_general_interest,Books & Media,30.0,Medium
3825,computers_accessories,Electronics,13.99,Low
3826,computers_accessories,Electronics,127.9,High
3827,home_appliances,Other,35.0,Medium
3828,health_beauty,Health & Beauty,146.5,High
3829,housewares,Home & Living,49.8,Medium
3830,sports_leisure,Sports & Leisure,34.92,Medium
3831,toys,Toys & Games,689.9,High
3832,computers_accessories,Electronics,166.02,High
3833,sports_leisure,Sports & Leisure,27.0,Medium
3834,stationery,Other,62.0,Medium
3835,luggage_accessories,Other,14.5,Low
3836,housewares,Home & Living,133.9,High
3837,construction_tools_construction,Other,99.9,Medium
